"attribute_index","attribute_id","attribute_label","schema_category","layer_1_id","layer_1","layer_2_id","layer_2","layer_3_id","layer_3"
"885","health_attention_condition","Attention condition","Health: Physical","lifestyle_health","Lifestyle and Health","health","Health","health_status_accessibility","Health Status & Accessibility"
"886","hob_knitting","Hobby: Knitting","Interests: Hobbies","lifestyle_health","Lifestyle and Health","interests","Interests","hobbies","Hobbies"
"887","hob_crocheting","Hobby: Crocheting","Interests: Hobbies","lifestyle_health","Lifestyle and Health","interests","Interests","hobbies","Hobbies"
"888","hob_pottery","Hobby: Pottery","Interests: Hobbies","lifestyle_health","Lifestyle and Health","interests","Interests","hobbies","Hobbies"
"889","hob_woodworking","Hobby: Woodworking","Interests: Hobbies","lifestyle_health","Lifestyle and Health","interests","Interests","hobbies","Hobbies"
"890","hob_metalworking","Hobby: Metalworking","Interests: Hobbies","lifestyle_health","Lifestyle and Health","interests","Interests","hobbies","Hobbies"
"891","hob_leatherworking","Hobby: Leatherworking","Interests: Hobbies","lifestyle_health","Lifestyle and Health","interests","Interests","hobbies","Hobbies"
"892","hob_candle_making","Hobby: Candle making","Interests: Hobbies","lifestyle_health","Lifestyle and Health","interests","Interests","hobbies","Hobbies"
"893","hob_origami","Hobby: Origami","Interests: Hobbies","lifestyle_health","Lifestyle and Health","interests","Interests","hobbies","Hobbies"
"894","hob_calligraphy","Hobby: Calligraphy","Interests: Hobbies","lifestyle_health","Lifestyle and Health","interests","Interests","hobbies","Hobbies"
"895","hob_scrapbooking","Hobby: Scrapbooking","Interests: Hobbies","lifestyle_health","Lifestyle and Health","interests","Interests","hobbies","Hobbies"
"896","hob_quilting","Hobby: Quilting","Interests: Hobbies","lifestyle_health","Lifestyle and Health","interests","Interests","hobbies","Hobbies"
"897","hob_embroidery","Hobby: Embroidery","Interests: Hobbies","lifestyle_health","Lifestyle and Health","interests","Interests","hobbies","Hobbies"
"898","hob_jewelry_making","Hobby: Jewelry making","Interests: Hobbies","lifestyle_health","Lifestyle and Health","interests","Interests","hobbies","Hobbies"
"899","hob_model_building","Hobby: Model building","Interests: Hobbies","lifestyle_health","Lifestyle and Health","interests","Interests","hobbies","Hobbies"
"900","hob_coin_collecting","Hobby: Coin collecting","Interests: Hobbies","lifestyle_health","Lifestyle and Health","interests","Interests","hobbies","Hobbies"
"901","hob_stamp_collecting","Hobby: Stamp collecting","Interests: Hobbies","lifestyle_health","Lifestyle and Health","interests","Interests","hobbies","Hobbies"
"902","hob_antiquing","Hobby: Antiquing","Interests: Hobbies","lifestyle_health","Lifestyle and Health","interests","Interests","hobbies","Hobbies"
"903","hob_vegetable_gardening","Hobby: Vegetable gardening","Interests: Hobbies","lifestyle_health","Lifestyle and Health","interests","Interests","hobbies","Hobbies"
"904","hob_bonsai","Hobby: Bonsai","Interests: Hobbies","lifestyle_health","Lifestyle and Health","interests","Interests","hobbies","Hobbies"
"905","hob_aquariums","Hobby: Aquariums","Interests: Hobbies","lifestyle_health","Lifestyle and Health","interests","Interests","hobbies","Hobbies"
"906","hob_beekeeping","Hobby: Beekeeping","Interests: Hobbies","lifestyle_health","Lifestyle and Health","interests","Interests","hobbies","Hobbies"
"907","hob_birdwatching","Hobby: Birdwatching","Interests: Hobbies","lifestyle_health","Lifestyle and Health","interests","Interests","hobbies","Hobbies"
"908","hob_stargazing","Hobby: Stargazing","Interests: Hobbies","lifestyle_health","Lifestyle and Health","interests","Interests","hobbies","Hobbies"
"909","hob_geocaching","Hobby: Geocaching","Interests: Hobbies","lifestyle_health","Lifestyle and Health","interests","Interests","hobbies","Hobbies"
"910","hob_rock_climbing","Hobby: Rock climbing","Interests: Hobbies","lifestyle_health","Lifestyle and Health","interests","Interests","hobbies","Hobbies"
"911","hob_bouldering","Hobby: Bouldering","Interests: Hobbies","lifestyle_health","Lifestyle and Health","interests","Interests","hobbies","Hobbies"
"912","hob_kayaking","Hobby: Kayaking","Interests: Hobbies","lifestyle_health","Lifestyle and Health","interests","Interests","hobbies","Hobbies"
"913","hob_paddleboarding","Hobby: Paddleboarding","Interests: Hobbies","lifestyle_health","Lifestyle and Health","interests","Interests","hobbies","Hobbies"
"914","hob_scuba_diving","Hobby: Scuba diving","Interests: Hobbies","lifestyle_health","Lifestyle and Health","interests","Interests","hobbies","Hobbies"
"915","hob_snorkeling","Hobby: Snorkeling","Interests: Hobbies","lifestyle_health","Lifestyle and Health","interests","Interests","hobbies","Hobbies"
"916","hob_skydiving","Hobby: Skydiving","Interests: Hobbies","lifestyle_health","Lifestyle and Health","interests","Interests","hobbies","Hobbies"
"917","hob_paragliding","Hobby: Paragliding","Interests: Hobbies","lifestyle_health","Lifestyle and Health","interests","Interests","hobbies","Hobbies"
"918","hob_horseback_riding","Hobby: Horseback riding","Interests: Hobbies","lifestyle_health","Lifestyle and Health","interests","Interests","hobbies","Hobbies"
"919","hob_foraging","Hobby: Foraging","Interests: Hobbies","lifestyle_health","Lifestyle and Health","interests","Interests","hobbies","Hobbies"
"920","hob_bread_baking","Hobby: Bread baking","Interests: Hobbies","lifestyle_health","Lifestyle and Health","interests","Interests","hobbies","Hobbies"
"921","hob_home_brewing","Hobby: Home brewing","Interests: Hobbies","lifestyle_health","Lifestyle and Health","interests","Interests","hobbies","Hobbies"
"922","hob_winemaking","Hobby: Winemaking","Interests: Hobbies","lifestyle_health","Lifestyle and Health","interests","Interests","hobbies","Hobbies"
"923","hob_cheesemaking","Hobby: Cheesemaking","Interests: Hobbies","lifestyle_health","Lifestyle and Health","interests","Interests","hobbies","Hobbies"
"924","hob_karaoke","Hobby: Karaoke","Interests: Hobbies","lifestyle_health","Lifestyle and Health","interests","Interests","hobbies","Hobbies"
"925","hob_ballroom_dance","Hobby: Ballroom dance","Interests: Hobbies","lifestyle_health","Lifestyle and Health","interests","Interests","hobbies","Hobbies"
"926","hob_salsa_dancing","Hobby: Salsa dancing","Interests: Hobbies","lifestyle_health","Lifestyle and Health","interests","Interests","hobbies","Hobbies"
"927","hob_improv","Hobby: Improv","Interests: Hobbies","lifestyle_health","Lifestyle and Health","interests","Interests","hobbies","Hobbies"
"928","hob_stand_up_comedy","Hobby: Stand-up comedy","Interests: Hobbies","lifestyle_health","Lifestyle and Health","interests","Interests","hobbies","Hobbies"
"929","hob_juggling","Hobby: Juggling","Interests: Hobbies","lifestyle_health","Lifestyle and Health","interests","Interests","hobbies","Hobbies"
"930","hob_whittling","Hobby: Whittling","Interests: Hobbies","lifestyle_health","Lifestyle and Health","interests","Interests","hobbies","Hobbies"
"931","hob_letterpress","Hobby: Letterpress","Interests: Hobbies","lifestyle_health","Lifestyle and Health","interests","Interests","hobbies","Hobbies"
"932","hob_urban_sketching","Hobby: Urban sketching","Interests: Hobbies","lifestyle_health","Lifestyle and Health","interests","Interests","hobbies","Hobbies"
"933","hob_genealogy","Hobby: Genealogy","Interests: Hobbies","lifestyle_health","Lifestyle and Health","interests","Interests","hobbies","Hobbies"
"934","hob_metal_detecting","Hobby: Metal detecting","Interests: Hobbies","lifestyle_health","Lifestyle and Health","interests","Interests","hobbies","Hobbies"
"935","hob_cosplay","Hobby: Cosplay","Interests: Hobbies","lifestyle_health","Lifestyle and Health","interests","Interests","hobbies","Hobbies"
"936","acad_algebra","Subject: Algebra","Learning: Academic","background","Background","education","Education","academic_background","Academic Background"
"937","acad_geometry","Subject: Geometry","Learning: Academic","background","Background","education","Education","academic_background","Academic Background"
"938","acad_calculus","Subject: Calculus","Learning: Academic","background","Background","education","Education","academic_background","Academic Background"
"939","acad_statistics","Subject: Statistics","Learning: Academic","background","Background","education","Education","academic_background","Academic Background"
"940","acad_physics","Subject: Physics","Learning: Academic","background","Background","education","Education","academic_background","Academic Background"
"941","acad_chemistry","Subject: Chemistry","Learning: Academic","background","Background","education","Education","academic_background","Academic Background"
"942","acad_biology","Subject: Biology","Learning: Academic","background","Background","education","Education","academic_background","Academic Background"
"943","acad_earth_science","Subject: Earth science","Learning: Academic","background","Background","education","Education","academic_background","Academic Background"
"944","acad_computer_science","Subject: Computer science","Learning: Academic","background","Background","education","Education","academic_background","Academic Background"
"945","acad_economics","Subject: Economics","Learning: Academic","background","Background","education","Education","academic_background","Academic Background"
"946","acad_psychology","Subject: Psychology","Learning: Academic","background","Background","education","Education","academic_background","Academic Background"
"947","acad_sociology","Subject: Sociology","Learning: Academic","background","Background","education","Education","academic_background","Academic Background"
